project_index,project_title,project_author,entity_type,clickable_entity
1,"Encontrarse en la forma","Ignacia Santillán",persona,"Ignacia Santillán"
2,"L'uccello","Weichi He",persona,"Weichi He"
2,"L'uccello","Weichi He",persona,"Pablo González"
3,"Max Fett Specimen","Weichi He",persona,"Weichi He"
3,"Max Fett Specimen","Weichi He",persona,"Max Fett"
4,"Me gusta mucho aquí","Ignacia Santillán",persona,"Ignacia Santillán"
4,"Me gusta mucho aquí","Ignacia Santillán",persona,"Malhumor Studio"
4,"Me gusta mucho aquí","Ignacia Santillán",estudio,"Malhumor Studio"
5,"Otras formas de medir el tiempo","Ignacia Santillán",persona,"Ignacia Santillán"
5,"Otras formas de medir el tiempo","Ignacia Santillán",persona,"Malhumor Studio"
5,"Otras formas de medir el tiempo","Ignacia Santillán",estudio,"Malhumor Studio"
6,"Rayo de luz","Gracia González",persona,"Gracia González"
7,"Fundación FIT","Gracia González",persona,"Gracia González"
8,"Retorno","Catalina Uribe, Andres Miquel, Fernanda Gutiérrez",persona,"Catalina Uribe"
8,"Retorno","Catalina Uribe, Andres Miquel, Fernanda Gutiérrez",persona,"Andres Miquel"
8,"Retorno","Catalina Uribe, Andres Miquel, Fernanda Gutiérrez",persona,"Fernanda Gutiérrez"
9,"Retorno","Andres Miquel, Catalina Uribe, Fernanda Gutiérrez",persona,"Andres Miquel"
9,"Retorno","Andres Miquel, Catalina Uribe, Fernanda Gutiérrez",persona,"Catalina Uribe"
9,"Retorno","Andres Miquel, Catalina Uribe, Fernanda Gutiérrez",persona,"Fernanda Gutiérrez"
10,"Retorno","Fernanda Gutiérrez, Andres Miquel, Catalina Uribe",persona,"Fernanda Gutiérrez"
10,"Retorno","Fernanda Gutiérrez, Andres Miquel, Catalina Uribe",persona,"Andres Miquel"
10,"Retorno","Fernanda Gutiérrez, Andres Miquel, Catalina Uribe",persona,"Catalina Uribe"
11,"A Life in a Year","Paula Santa María",persona,"Paula Santa María"
12,"Bombus Chilensis","María Jesús Pinto, Victoria De la Maza",persona,"María Jesús Pinto"
12,"Bombus Chilensis","María Jesús Pinto, Victoria De la Maza",persona,"Victoria De la Maza"
13,"Misc","Matías Vial",persona,"Matías Vial"
13,"Misc","Matías Vial",persona,"Il Mato"
14,"Acuerdo de Escazú","Carolina Pinochet",persona,"Carolina Pinochet"
14,"Acuerdo de Escazú","Carolina Pinochet",persona,"Estudio Postal"
14,"Acuerdo de Escazú","Carolina Pinochet",estudio,"Estudio Postal"
15,"Agenda Palpa","Macarena Valdés Domínguez",persona,"Macarena Valdés Domínguez"
15,"Agenda Palpa","Macarena Valdés Domínguez",persona,"Qüina Studio"
15,"Agenda Palpa","Macarena Valdés Domínguez",estudio,"Qüina Studio"
16,"La Roi","Macarena Valdés Domínguez",persona,"Macarena Valdés Domínguez"
16,"La Roi","Macarena Valdés Domínguez",persona,"Qüina Studio"
16,"La Roi","Macarena Valdés Domínguez",estudio,"Qüina Studio"
17,"EMG-One","Franco Gnecco",persona,"Franco Gnecco"
17,"EMG-One","Franco Gnecco",persona,"Lorena O’Ryan"
17,"EMG-One","Franco Gnecco",persona,"Alejandro Durán"
18,"Materia Lignum","Catalina Fuenzalida",persona,"Catalina Fuenzalida"
18,"Materia Lignum","Catalina Fuenzalida",persona,"Spectro Studio"
18,"Materia Lignum","Catalina Fuenzalida",persona,"Franco Gnecco"
18,"Materia Lignum","Catalina Fuenzalida",persona,"Damian Araos"
18,"Materia Lignum","Catalina Fuenzalida",estudio,"Spectro Studio"
19,"Materia Lignum","Franco Gnecco",persona,"Franco Gnecco"
19,"Materia Lignum","Franco Gnecco",persona,"Spectro Studio"
19,"Materia Lignum","Franco Gnecco",persona,"Damian Araos"
19,"Materia Lignum","Franco Gnecco",persona,"Catalina Fuenzalida"
19,"Materia Lignum","Franco Gnecco",estudio,"Spectro Studio"
20,"Materia Lignum","Damian Araos",persona,"Damian Araos"
20,"Materia Lignum","Damian Araos",persona,"Spectro Studio"
20,"Materia Lignum","Damian Araos",persona,"Franco Gnecco"
20,"Materia Lignum","Damian Araos",persona,"Catalina Fuenzalida"
20,"Materia Lignum","Damian Araos",estudio,"Spectro Studio"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Yazmin Jiménez"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Eden Medina"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Pedro Ignacio Alonso"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Hugo Palmarola Diseño"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Yazmín González Editores"
21,"Cómo diseñar una revolución. La vía chilena al diseño","Yazmin Jiménez",persona,"Lars Müller Publishers"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Pedro Álvarez"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Eden Medina"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Pedro Ignacio Alonso"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Hugo Palmarola Diseño"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Yazmín González Editores"
22,"Cómo diseñar una revolución. La vía chilena al diseño","Pedro Álvarez",persona,"Lars Müller Publishers"
23,"Escuela Global","Dominga Olavarría Schuh",persona,"Dominga Olavarría Schuh"
24,"Puente Textil","Josefina Boggio",persona,"Josefina Boggio"
25,"ARQUEOLOGÍA PERSONAL","Josefina Boggio",persona,"Josefina Boggio"
26,"Memoria Luz que Enseña","Alejandra Garcia Huidobro",persona,"Alejandra Garcia Huidobro"
27,"Luz que enseña","Alejandra Garcia Huidobro",persona,"Alejandra Garcia Huidobro"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Lucas Góngora Rocha"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Andrés Navarro"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Denisse Hernández"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Javiera Sánchez"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Magdalena Manríquez"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Martín Cáceres"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Michelle Serni"
28,"Protagonistas en Palabras","Lucas Góngora Rocha",persona,"Ximena Silva"
29,"LA MADRE DEL CORDERO","María Cristina Adasme",persona,"María Cristina Adasme"
29,"LA MADRE DEL CORDERO","María Cristina Adasme",persona,"Diego Ayala"
29,"LA MADRE DEL CORDERO","María Cristina Adasme",persona,"Aníbal Jofré"
30,"Volantín Cortao","María Cristina Adasme",persona,"María Cristina Adasme"
30,"Volantín Cortao","María Cristina Adasme",persona,"Enrique Farías"
30,"Volantín Cortao","María Cristina Adasme",persona,"Rosario Espinosa"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"María Cristina Adasme"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Segundo Nombre Museografía"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Paulina Montero"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Nicolás Maturana"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Mayela Cerda"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"@mayyyela"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Leonor Tapia"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"@leonor_th"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"@cromolux_fg"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"Amaya Rojas"
31,"50 años después: Golpe en la memoria","María Cristina Adasme",persona,"@amayarojasarnal."
32,"Variations 1 and 2 for Chanting vessels project","leonor tapia",persona,"leonor tapia"
33,"Sin Nombre","leonor tapia",persona,"leonor tapia"
34,"Tótem, Fuente para Abejas","Lucas Margotta",persona,"Lucas Margotta"
34,"Tótem, Fuente para Abejas","Lucas Margotta",persona,"Sistema Simple Studio"
34,"Tótem, Fuente para Abejas","Lucas Margotta",estudio,"Sistema Simple Studio"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Lucas Margotta"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Marcos Chilet"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Pablo Hermansen"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Carola Ureta"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Martin Tironi En"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Macarena Irarrázaval"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Sistema Simple Studio"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Design Systems International"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",persona,"Valentina Aliaga"
35,"Pabellón de Chile / London Design Biennale 2021. ‘Resonancias Tectónicas desde el Sur: Del diseño centrado en el usuario al diseño orientado en el planeta’.","Lucas Margotta",estudio,"Sistema Simple Studio"
36,"(Mobiliario) Librero Rubén","Diego Gajardo",persona,"Diego Gajardo"
37,"[Banca Cafecito]","Diego Gajardo",persona,"Diego Gajardo"
37,"[Banca Cafecito]","Diego Gajardo",persona,"@piso2stgo"
37,"[Banca Cafecito]","Diego Gajardo",persona,"Miller Desarrollado"
38,"José Vidal & Co - Tacto y Contacto","Lucía Rosselot Valdés",persona,"Lucía Rosselot Valdés"
38,"José Vidal & Co - Tacto y Contacto","Lucía Rosselot Valdés",persona,"José Vidal"
39,"Modelo A04","Lucía Rosselot Valdés",persona,"Lucía Rosselot Valdés"
40,"Intergenerationality and Flexibility: A Guide for the Inclusion of 50+ Workers in Formal Workplaces","Daniela Moyano",persona,"Daniela Moyano"
40,"Intergenerationality and Flexibility: A Guide for the Inclusion of 50+ Workers in Formal Workplaces","Daniela Moyano",persona,"Camila Valencia"
40,"Intergenerationality and Flexibility: A Guide for the Inclusion of 50+ Workers in Formal Workplaces","Daniela Moyano",persona,"@mellamocamilinda"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Hugo Palmarola"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Eden Medina"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Pedro Ignacio Alonso"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Hugo Palmarola Diseño"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Yazmín González Editores"
41,"Cómo diseñar una revolución. La vía chilena al diseño","Hugo Palmarola",persona,"Lars Müller Publishers"
42,"DASON","Patricio Fuentes",persona,"Patricio Fuentes"
42,"DASON","Patricio Fuentes",persona,"Stanford University"
43,"Galería de Arte Gráfico A3","Alejandra Amenábar",persona,"Alejandra Amenábar"
44,"Olivia y el Terremoto Invisible","Antonia Piña",persona,"Antonia Piña"
44,"Olivia y el Terremoto Invisible","Antonia Piña",persona,"Irene Iborra Supervisión"
44,"Olivia y el Terremoto Invisible","Antonia Piña",persona,"Pájaro Pip"
45,"EXVIVO","Julie Carles",persona,"Julie Carles"
45,"EXVIVO","Julie Carles",persona,"Draft Estudio"
45,"EXVIVO","Julie Carles",estudio,"Draft Estudio"
46,"DENSE","Vicente Carmona",persona,"Vicente Carmona"
47,"Fintual","Valentina Andrea Pavez Benítez",persona,"Valentina Andrea Pavez Benítez"
48,"Hackathon Junior","Sophia López Pinoleo",persona,"Sophia López Pinoleo"
49,"Descartadas","Vanessa Vásquez",persona,"Vanessa Vásquez"
50,"Indigno de ser humano","Javiera Vaccaro",persona,"Javiera Vaccaro"
50,"Indigno de ser humano","Javiera Vaccaro",persona,"Abducción Editorial"
51,"Visualización de productos para página web","Álvaro Magalhães",persona,"Álvaro Magalhães"
52,"Diseño de soportes y montaje para @genoveva_scl y @bronca.stgo en la tienda de @cdl___stgo","Clemente Mackay",persona,"Clemente Mackay"
52,"Diseño de soportes y montaje para @genoveva_scl y @bronca.stgo en la tienda de @cdl___stgo","Clemente Mackay",persona,"Sebastián Cobo"
53,"DTAD","Clemente Mackay",persona,"Clemente Mackay"
54,"Ignacio Squella","Ignacio Squella",persona,"Ignacio Squella"
55,"Fotografía producto - Caluet.cl","Ignacio Squella",persona,"Ignacio Squella"
56,"Proyecto #56","Sofía Jiménez",persona,"Sofía Jiménez"
57,"Proyecto #57","Sofía Jiménez",persona,"Sofía Jiménez"
58,"Topsy Studio","Malú Fernández Aspillaga",persona,"Malú Fernández Aspillaga"
58,"Topsy Studio","Malú Fernández Aspillaga",persona,"Directora Creativa"
58,"Topsy Studio","Malú Fernández Aspillaga",persona,"Topsy Studio"
58,"Topsy Studio","Malú Fernández Aspillaga",estudio,"Topsy Studio"
59,"Orniflor viaja a Chiloé","Valentina Rey Carmona",persona,"Valentina Rey Carmona"
59,"Orniflor viaja a Chiloé","Valentina Rey Carmona",persona,"Fundación Juntos Incluimos"
60,"Libro infantil","Valentina Rey Carmona",persona,"Valentina Rey Carmona"
61,"Cartas de Póker (Coca-Cola)","Tamara Santibáñez",persona,"Tamara Santibáñez"
62,"Descargables Imanix","Sofía Daza Urzúa",persona,"Sofía Daza Urzúa"
63,"Talana","Rafaella Espildora",persona,"Rafaella Espildora"
64,"Revista N°2 Museo Histórico de Carabineros de Chile","Paulina Padilla",persona,"Paulina Padilla"
65,"Aralí","Aranda Feres Ojeda",persona,"Aranda Feres Ojeda"
66,"Afiche n°1","Gianfranco Music Wachtendorff",persona,"Gianfranco Music Wachtendorff"
67,"Vestuario obra 'Hotel O'clock'","María Soledad Albornoz",persona,"María Soledad Albornoz"
68,"Vestuario obra 'Bailame'","María Soledad Albornoz",persona,"María Soledad Albornoz"
69,"Colaboración cervecería LOA","María Jesús Lafuente",persona,"María Jesús Lafuente"
69,"Colaboración cervecería LOA","María Jesús Lafuente",persona,"Cervecería LOA"
70,"Arrebol Spa","María Jesús Lafuente",persona,"María Jesús Lafuente"
71,"alegría alegría","María Inés Alarcón",persona,"María Inés Alarcón"
72,"Rediseño portada Juan Salvador Gaviota","María Inés Alarcón",persona,"María Inés Alarcón"
73,"Circular Pet","León Quesney Cox",persona,"León Quesney Cox"
74,"La Batea Deco","Josefina Stückrath",persona,"Josefina Stückrath"
75,"Tere Gott","Josefina Stückrath",persona,"Josefina Stückrath"
76,"ALBADELUX","Josefa González Gil",persona,"Josefa González Gil"
76,"ALBADELUX","Josefa González Gil",persona,"ALBADELUX Implementación"
77,"Cajas de Puzzles (varias)","Florencia Rodríguez Errázuriz",persona,"Florencia Rodríguez Errázuriz"
78,"Real Travel App","Colomba Plass",persona,"Colomba Plass"
78,"Real Travel App","Colomba Plass",persona,"Cinco Estudio Pieza"
78,"Real Travel App","Colomba Plass",persona,"Real Travel"
78,"Real Travel App","Colomba Plass",estudio,"Cinco Estudio"
79,"Silla Mudra","Chiara Antillo Heilenkötter",persona,"Chiara Antillo Heilenkötter"
79,"Silla Mudra","Chiara Antillo Heilenkötter",persona,"Anka Taller"
80,"Silla alta Pliego","Chiara Antillo Heilenkötter",persona,"Chiara Antillo Heilenkötter"
80,"Silla alta Pliego","Chiara Antillo Heilenkötter",persona,"Anka Taller"
81,"Historia de la infografía en Chile (2018)","Gonzalo Morales",persona,"Gonzalo Morales"
82,"Afiche n°2","Gianfranco Music Wachtendorff",persona,"Gianfranco Music Wachtendorff"
83,"Sin nombre","Gianfranco Music Wachtendorff",persona,"Gianfranco Music Wachtendorff"
84,"Colección 3 Chol1: Bichos","Antonino Reinoso",persona,"Antonino Reinoso"
85,"Taboo*","Emilia Ferrari",persona,"Emilia Ferrari"
86,"dos2","Emilia Ferrari",persona,"Emilia Ferrari"
87,"Mueble Don Melchor","Carolina Planas",persona,"Carolina Planas"
88,"RRSS - Viela","Antonella Vila Garcia",persona,"Antonella Vila Garcia"
89,"Viella","Antonella Vila Garcia",persona,"Antonella Vila Garcia"
90,"Proust Cerámica","Magdalena Proust Iligaray",persona,"Magdalena Proust Iligaray"
91,"COSTA","Andrés Valdivieso Vera",persona,"Andrés Valdivieso Vera"
91,"COSTA","Andrés Valdivieso Vera",persona,"Claudia Marcano"
92,"Campaña Funa y Acoso","Pilar Saavedra",persona,"Pilar Saavedra"
93,"Pequén","Elisa Aguirre",persona,"Elisa Aguirre"
94,"Paneles Voladores","Hugo Palmarola",persona,"Hugo Palmarola"
94,"Paneles Voladores","Hugo Palmarola",persona,"Pedro Ignacio Alonso"
94,"Paneles Voladores","Hugo Palmarola",persona,"Libro ISBN"
95,"Cosmopolitical encounters: Prototyping at the National Zoo","Pablo Hermansen",persona,"Pablo Hermansen"
95,"Cosmopolitical encounters: Prototyping at the National Zoo","Pablo Hermansen",persona,"Martín Tironi Journal"
95,"Cosmopolitical encounters: Prototyping at the National Zoo","Pablo Hermansen",persona,"Cultural Economy"
96,"Hacer y componer: una introducción a la tipografía","Francisco Gálvez",persona,"Francisco Gálvez"
97,"Hacer y componer: una introducción a la tipografía 2.0","Francisco Gálvez",persona,"Francisco Gálvez"
98,"Pedagogías para habitar el jardín infantil","Patricia Manns",persona,"Patricia Manns"
98,"Pedagogías para habitar el jardín infantil","Patricia Manns",persona,"Cynthia Adlerstein"
98,"Pedagogías para habitar el jardín infantil","Patricia Manns",persona,"Alberto González Editorial"
98,"Pedagogías para habitar el jardín infantil","Patricia Manns",persona,"Ediciones UC"
99,"Pedagogías para habitar el jardín infantil","Alberto González",persona,"Alberto González"
99,"Pedagogías para habitar el jardín infantil","Alberto González",persona,"Patricia Manns"
99,"Pedagogías para habitar el jardín infantil","Alberto González",persona,"Cynthia Adlerstein"
99,"Pedagogías para habitar el jardín infantil","Alberto González",persona,"Alberto González Editorial"
99,"Pedagogías para habitar el jardín infantil","Alberto González",persona,"Ediciones UC"
100,"The design of RutaCL: Developing and measuring performance for highway typeface","Rodrigo Ramírez",persona,"Rodrigo Ramírez"
100,"The design of RutaCL: Developing and measuring performance for highway typeface","Rodrigo Ramírez",persona,"Francisco Gálvez Pizarro"
100,"The design of RutaCL: Developing and measuring performance for highway typeface","Rodrigo Ramírez",persona,"Victoria Gallardo"
100,"The design of RutaCL: Developing and measuring performance for highway typeface","Rodrigo Ramírez",persona,"Rodrigo Ramírez Montecinos"
101,"Resistencia gráfica. Dictadura en Chile (APJ – Tallersol)","Nicole Cristi",persona,"Nicole Cristi"
101,"Resistencia gráfica. Dictadura en Chile (APJ – Tallersol)","Nicole Cristi",persona,"Javiera Manzi"
102,"INSTRUCCIONES PARA DIBUJAR SU CAMINAR","Sofía Garrido",persona,"Sofía Garrido"
103,"Magma Magazine","Sofía Garrido",persona,"Sofía Garrido"
103,"Magma Magazine","Sofía Garrido",persona,"Magdalena Derosas"
103,"Magma Magazine","Sofía Garrido",persona,"Esteban Sandoval"
104,"Consideraciones Generales","Vicente Acuña",persona,"Vicente Acuña"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Vicente Acuña"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Felicidad Pública Design Direction"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Simón Sepúlveda"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Piedad Rivadeneira Creative Direction"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Simón Sepúlveda Graphic Design"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Pau Geis"
105,"Museum Site Santa Fe","Vicente Acuña",persona,"Antonia Guzmán"
106,"The Name Club","Vicente Acuña",persona,"Vicente Acuña"
106,"The Name Club","Vicente Acuña",persona,"Otros Pérez"
107,"SIENTO EL VIENTO","Gracia González",persona,"Gracia González"
107,"SIENTO EL VIENTO","Gracia González",persona,"Editorial Amanuta"
108,"DIÁLOGOS IMPRESOS","Gracia González, Alejandra Amenábar",persona,"Gracia González"
108,"DIÁLOGOS IMPRESOS","Gracia González, Alejandra Amenábar",persona,"Alejandra Amenábar"
